time,IR,RED
22.86,225423,216674
22.88,225496,216536
22.9,225526,216652
22.92,225654,216598
22.94,225708,216660
22.96,225774,216686
22.98,225885,216665
23,225863,216776
23.02,226012,216681
23.04,226060,216742
23.06,226108,216918
23.08,226202,216799
23.1,226390,216806
23.12,226299,216995
23.14,226417,216930
23.16,226618,216883
23.18,226531,217048
23.2,226656,216966
23.22,226812,216977
23.24,226805,217119
23.26,226838,217053
23.28,226997,217099
23.3,227050,217168
23.32,227038,217126
23.34,227217,217175
23.36,227279,217230
23.38,227306,217238
23.4,227468,217239
23.42,227486,217295
23.44,227347,217209
23.46,227170,217152
23.48,226863,217152
23.5,226456,216951
23.52,226146,216835
23.54,225855,216780
23.56,225548,216629
23.58,225367,216541
23.6,225182,216534
23.62,224973,216433
23.64,224771,216313
23.66,224701,216367
23.68,224701,216341
23.7,224762,216387
23.72,224818,216393
23.74,224848,216433
23.76,224900,216369
23.78,224875,216440
23.8,224955,216404
23.82,224917,216452
23.84,225038,216457
23.86,225056,216481
23.88,225122,216442
23.9,225185,216497
23.92,225222,216622
23.94,225456,216484
23.96,225426,216722
23.98,225450,216597
24,225565,216672
24.02,225615,216655
24.04,225713,216668
24.06,225765,216839
24.08,225852,216706
24.1,225884,216757
24.12,225979,216792
24.14,226028,216744
24.16,226116,216868
24.18,226190,216845
24.2,226240,216812
24.22,226373,216924
24.24,226473,216913
24.26,226478,216929
24.28,226600,217003
24.3,226717,217014
24.32,226737,216971
24.34,226859,217097
24.36,226973,217086
24.38,226987,217079
24.4,227096,217172
24.42,227131,217167
24.44,227013,217100
24.46,226740,217098
24.48,226381,216983
24.5,225975,216839
24.52,225678,216762
24.54,225395,216594
24.56,225186,216493
24.58,224903,216475
24.6,224759,216462
24.62,224613,216258
24.64,224399,216284
24.66,224361,216425
24.68,224420,216285
24.7,224489,216476
24.72,224571,216252
24.74,224536,216505
24.76,224604,216306
24.78,224600,216532
24.8,224602,216290
24.82,224621,216535
24.84,224832,216327
24.86,224785,216532
24.88,224869,216413
24.9,224881,216502
24.92,225044,216479
24.94,225097,216552
24.96,225176,216534
24.98,225227,216566
25,225348,216636
25.02,225391,216588
25.04,225482,216672
25.06,225530,216644
25.08,225721,216675
25.1,225704,216848
25.12,225782,216679
25.14,225845,216739
25.16,225934,216942
25.18,226020,216834
25.2,226210,216828
25.22,226159,217005
25.24,226253,216911
25.26,226444,216902
25.28,226403,217090
25.3,226523,216917
25.32,226550,216988
25.34,226646,217144
25.36,226717,217047
25.38,226726,217029
25.4,226358,217133
25.42,226052,216852
25.44,225764,216748
25.46,225320,216777
25.48,225024,216481
25.5,224861,216427
25.52,224496,216482
25.54,224315,216303
25.56,224237,216187
25.58,223948,216312
25.6,223961,216138
25.62,223973,216205
25.64,224014,216199
25.66,224109,216241
25.68,224134,216227
25.7,224139,216266
25.72,224134,216257
25.74,224173,216268
25.76,224208,216260
25.78,224300,216296
25.8,224335,216250
25.82,224388,216334
25.84,224422,216371
25.86,224552,216345
25.88,224632,216540
25.9,224678,216399
25.92,224731,216509
25.94,224843,216408
25.96,224885,216490
25.98,224991,216569
26,225007,216485
26.02,225112,216579
26.04,225107,216564
26.06,225236,216610
26.08,225303,216687
26.1,225380,216638
26.12,225515,216690
26.14,225561,216761
26.16,225590,216714
26.18,225699,216752
26.2,225783,216798
26.22,225844,216798
26.24,225941,216787
26.26,225988,216924
26.28,226096,216878
26.3,226176,216923
26.32,226067,216992
26.34,225735,216822
26.36,225476,216742
26.38,225109,216641
26.4,224767,216470
26.42,224523,216367
26.44,224294,216336
26.46,224118,216209
26.48,223919,216106
26.5,223793,216132
26.52,223714,216077
26.54,223779,215911
26.56,223745,216196
26.58,223914,215955
26.6,223908,216226
26.62,224026,216007
26.64,223979,216258
26.66,224095,216027
26.68,224060,216288
26.7,224206,216078
26.72,224159,216324
26.74,224220,216177
26.76,224247,216282
26.78,224417,216248
26.8,224494,216319
26.82,224590,216300
26.84,224636,216339
26.86,224748,216491
26.88,224868,216373
26.9,224921,216541
26.92,225037,216406
26.94,225108,216477
26.96,225203,216657
26.98,225315,216465
27,225352,216568
27.02,225464,216746
27.04,225570,216562
27.06,225628,216635
27.08,225750,216807
27.1,225867,216693
27.12,226065,216746
27.14,225989,216926
27.16,226135,216809
27.18,226351,216805
27.2,226322,217011
27.22,226429,216887
27.24,226518,216918
27.26,226612,217091
27.28,226661,216977
27.3,226725,216952
27.32,226426,217069
27.34,226196,216858
27.36,225980,216738
27.38,225661,216772
27.4,225477,216577
27.42,225392,216491
27.44,225176,216567
27.46,225027,216402
27.48,224957,216358
27.5,224871,216376
27.52,224846,216197
27.54,224869,216279
27.56,224967,216199
27.58,225028,216322
27.6,225086,216219
27.62,225104,216353
27.64,225161,216238
27.66,225176,216350
27.68,225234,216266
27.7,225271,216382
27.72,225342,216359
27.74,225410,216396
27.76,225497,216571
27.78,225595,216433
27.8,225642,216570
27.82,225731,216458
27.84,225821,216539
27.86,225863,216510
27.88,226078,216537
27.9,226025,216724
27.92,226120,216571
27.94,226159,216642
27.96,226260,216637
27.98,226291,216626
28,226420,216705
28.02,226506,216722
28.04,226545,216710
28.06,226653,216783
28.08,226738,216759
28.1,226756,216771
28.12,226904,216868
28.14,227011,216868
28.16,227061,216840
28.18,227156,216925
28.2,227235,216949
28.22,227308,216884
28.24,227404,216981
28.26,227472,217077
28.28,227592,216951
28.3,227594,217056
28.32,227645,217225
28.34,227602,217002
28.36,227389,217008
28.38,227191,217062
28.4,227033,216816
28.42,226864,216784
28.44,226780,216901
28.46,226698,216703
28.48,226714,216650
28.5,226472,216776
28.52,226452,216599
28.54,226506,216550
28.56,226432,216698
28.58,226561,216451
28.6,226524,216697
28.62,226664,216480
28.64,226594,216712
28.66,226688,216481
28.68,226644,216693
28.7,226736,216539
28.72,226701,216729
28.74,226756,216572
28.76,226790,216686
28.78,226792,216613
28.8,226919,216672
28.82,226978,216602
28.84,227008,216692
28.86,227017,216744
28.88,227147,216677
28.9,227211,216857
28.92,227297,216690
28.94,227345,216779
28.96,227338,216803
28.98,227553,216793
29,227526,216938
29.02,227583,216866
29.04,227785,216849
29.06,227681,217035
29.08,227804,216931
29.1,227975,216920
29.12,227928,217084
29.14,228042,216987
29.16,228176,217016
29.18,228175,217163
29.2,228227,217052
29.22,228360,217118
29.24,228396,217201
29.26,228403,217148
29.28,228536,217175
29.3,228611,217252
29.32,228688,217206
29.34,228717,217188
29.36,228699,217258
29.38,228482,217200
29.4,228385,217112
29.42,228234,217108
29.44,228162,217028
29.46,227985,216932
29.48,227980,216989
29.5,227937,216935
29.52,227835,216887
29.54,227833,216916
29.56,227762,216856
29.58,227911,216759
29.6,227838,217010
29.62,227986,216770
29.64,227921,217050
29.66,227963,216800
29.68,228008,217047
29.7,227981,216791
29.72,227988,217053
29.74,228063,216787
29.76,228091,217016
29.78,228124,216885
29.8,228152,216977
29.82,228229,216903
29.84,228244,216954
29.86,228310,216915
29.88,228341,216951
29.9,228361,217019
29.92,228485,216951
29.94,228437,217066
29.96,228550,216964
29.98,228683,217009
30,228622,217164
30.02,228712,216919
30.04,228683,217043
30.06,228774,217200
30.08,228863,217016
30.1,228851,217074
30.12,228949,217240
30.14,229030,217070
30.16,229029,217141
30.18,229117,217258
30.2,229189,217118
30.22,229235,217199
30.24,229283,217379
30.26,229354,217261
30.28,229536,217256
30.3,229459,217424
30.32,229528,217297
30.34,229610,217279
30.36,229382,217426
30.38,229219,217218
30.4,229075,217184
30.42,228968,217247
30.44,228894,217083
30.46,228791,217056
30.48,228775,217131
30.5,228756,216939
30.52,228683,217001
30.54,228630,217000
30.56,228703,216886
30.58,228685,217054
30.6,228779,216959
30.62,228783,217068
30.64,228829,216990
30.66,228811,217060
30.68,228819,216933
30.7,228812,217036
30.72,228858,216964
30.74,228861,217051
30.76,228851,216974
30.78,228932,217026
30.8,228954,216903
30.82,228987,217023
30.84,229017,217047
30.86,229055,217001
30.88,229136,217145
30.9,229153,216987
30.92,229207,217075
30.94,229243,217041
30.96,229419,217055
30.98,229322,217215
31,229383,217018
31.02,229415,217085
31.04,229435,217226
31.06,229522,217074
31.08,229678,217132
31.1,229597,217305
31.12,229665,217206
31.14,229822,217165
31.16,229705,217346
31.18,229818,217197
31.2,229983,217222
31.22,229913,217394
31.24,229986,217229
31.26,229977,217300
31.28,230059,217374
31.3,230053,217288
31.32,230147,217346
31.34,230125,217386
31.36,229998,217276
31.38,229899,217292
31.4,229753,217238
31.42,229626,217126
31.44,229522,217150
31.46,229430,217093
31.48,229404,217006
31.5,229337,217095
31.52,229253,217001
31.54,229220,216939
31.56,229170,217026
31.58,229187,216831
31.6,229192,216954
31.62,229240,216889
31.64,229246,216963
31.66,229266,216917
31.68,229249,216935
31.7,229264,216835
31.72,229254,216927
31.74,229295,216848
31.76,229273,216921
31.78,229304,216855
31.8,229283,216888
31.82,229363,217036
31.84,229437,216843
31.86,229415,216996
31.88,229443,216847
31.9,229503,216947
31.92,229528,216931
31.94,229672,216899
31.96,229583,217081
31.98,229660,216907
32,229650,216969
32.02,229715,217051
32.04,229779,216895
32.06,229746,216993
32.08,229837,217129
32.1,229894,216988
32.12,230042,217020
32.14,229987,217208
32.16,230028,217023
32.18,230052,217063
32.2,230110,217240
32.22,230176,217023
32.24,230175,217109
32.26,230236,217265
32.28,230316,217110
32.3,230473,217155
32.32,230365,217324
32.34,230441,217240
32.36,230533,217182
32.38,230291,217293
32.4,230151,217157
32.42,229945,217059
32.44,229860,217163
32.46,229760,216906
32.48,229598,216916
32.5,229558,216990
32.52,229481,216811
32.54,229353,216831
32.56,229292,216771
32.58,229151,216692
32.6,229134,216760
32.62,229177,216688
32.64,229140,216754
32.66,229208,216703
32.68,229171,216740
32.7,229178,216677
32.72,229161,216717
32.74,229172,216644
32.76,229158,216711
32.78,229171,216623
32.8,229156,216724
32.82,229152,216712
32.84,229210,216700
32.86,229264,216860
32.88,229322,216690
32.9,229286,216834
32.92,229325,216728
32.94,229363,216769
32.96,229339,216774
32.98,229508,216761
33,229453,216896
33.02,229505,216736
33.04,229545,216804
33.06,229561,216963
33.08,229608,216859
33.1,229766,216844
33.12,229687,217006
33.14,229745,216854
33.16,229720,216890
33.18,229816,217038
33.2,229892,216862
33.22,229873,216927
33.24,229962,217104
33.26,230022,216905
33.28,230184,216989
33.3,230089,217157
33.32,230179,216985
33.34,230167,217054
33.36,230253,217224
33.38,230337,217055
33.4,230304,217113
33.42,230311,217234
33.44,230198,217059
33.46,230003,217063
33.48,229812,217015
33.5,229583,216890
33.52,229480,216866
33.54,229352,216778
33.56,229193,216678
33.58,229014,216688
33.6,228898,216650
33.62,228805,216566
33.64,228689,216549
33.66,228670,216577
33.68,228655,216558
33.7,228670,216575
33.72,228672,216564
33.74,228672,216586
33.76,228653,216549
33.78,228638,216585
33.8,228622,216554
33.82,228628,216582
33.84,228633,216553
33.86,228678,216728
33.88,228734,216520
33.9,228682,216695
33.92,228668,216566
33.94,228755,216634
33.96,228800,216575
33.98,228750,216616
34,228831,216717
34.02,228869,216642
34.04,228895,216686
34.06,228931,216683
34.08,228944,216669
34.1,228974,216759
34.12,229006,216712
34.14,229100,216753
34.16,229125,216855
34.18,229069,216752
34.2,229211,216821
34.22,229258,216885
34.24,229258,216815
34.26,229331,216825
34.28,229371,216911
34.3,229395,216863
34.32,229433,216855
34.34,229503,216942
34.36,229582,216942
34.38,229585,216934
34.4,229641,217006
34.42,229717,217039
34.44,229741,216958
34.46,229800,217056
34.48,229781,217037
34.5,229557,216963
34.52,229411,216962
34.54,229215,216920
34.56,229004,216789
34.58,228774,216739
34.6,228614,216690
34.62,228462,216591
34.64,228263,216550
34.66,228155,216498
34.68,228039,216412
34.7,227946,216455
34.72,227932,216372
34.74,227928,216445
34.76,227944,216354
34.78,227946,216448
34.8,227950,216315
34.82,227924,216447
34.84,227919,216301
34.86,227888,216435
34.88,227875,216377
34.9,227902,216418
34.92,227894,216492
34.94,228053,216343
34.96,227974,216564
34.98,228011,216408
35,227987,216535
35.02,228110,216469
35.04,228117,216522
35.06,228184,216589
35.08,228231,216516
35.1,228215,216650
35.12,228278,216599
35.14,228354,216597
35.16,228278,216723
35.18,228401,216680
35.2,228494,216646
35.22,228490,216783
35.24,228510,216710
35.26,228631,216749
35.28,228623,216859
35.3,228700,216766
35.32,228783,216798
35.34,228828,216922
35.36,228818,216839
35.38,228910,216882
35.4,228978,216949
35.42,228951,216889
35.44,229042,216924
35.46,229148,217037
35.48,229106,216979
35.5,229225,217015
35.52,229288,217078
35.54,229324,217031
35.56,229239,216987
35.58,229075,217034
35.6,228850,216939
35.62,228524,216794
35.64,228300,216766
35.66,228080,216650
35.68,227856,216555
35.7,227737,216577
35.72,227593,216475
35.74,227454,216413
35.76,227315,216434
35.78,227240,216405
35.8,227223,216398
35.82,227235,216408
35.84,227270,216428
35.86,227289,216456
35.88,227258,216451
35.9,227238,216468
35.92,227256,216450
35.94,227241,216507
35.96,227272,216452
35.98,227317,216646
36,227386,216453
36.02,227348,216601
36.04,227417,216503
36.06,227450,216595
36.08,227478,216542
36.1,227454,216609
36.12,227559,216754
36.14,227577,216638
36.16,227673,216722
36.18,227680,216698
36.2,227865,216710
36.22,227792,216898
36.24,227879,216747
36.26,227857,216820
36.28,227957,216999
36.3,228051,216814
36.32,228206,216885
36.34,228110,217076
36.36,228197,216965
36.38,228376,216947
36.4,228294,217124
36.42,228376,217050
36.44,228513,217036
36.46,228476,217181
36.48,228541,217095
36.5,228655,217141
36.52,228691,217234
36.54,228693,217180
36.56,228804,217191
36.58,228869,217276
36.6,228803,217229
36.62,228774,217223
36.64,228567,217248
36.66,228256,217127
36.68,228027,217000
36.7,227741,216977
36.72,227484,216806
36.74,227367,216789
36.76,227190,216757
36.78,227004,216660
36.8,226903,216611
36.82,226771,216665
36.84,226721,216497
36.86,226722,216583
36.88,226780,216493
36.9,226790,216621
36.92,226821,216543
36.94,226804,216654
36.96,226808,216532
36.98,226798,216654
37,226832,216565
37.02,226828,216676
37.04,226865,216647
37.06,226846,216673
37.08,226970,216859
37.1,227045,216691
37.12,227056,216871
37.14,227051,216774
37.16,227164,216822
37.18,227211,216831
37.2,227280,216842
37.22,227329,217027
37.24,227344,216855
37.26,227445,216954
37.28,227479,216935
37.3,227504,216935
37.32,227602,217005
37.34,227687,217009
37.36,227748,216973
37.38,227788,217074
37.4,227899,217083
37.42,227861,217045
37.44,227973,217144
37.46,228072,217164
37.48,228160,217132
37.5,228188,217208
37.52,228253,217250
37.54,228351,217199
37.56,228347,217266
37.58,228449,217348
37.6,228531,217222
37.62,228534,217319
37.64,228662,217486
37.66,228723,217377
37.68,228865,217399
37.7,228652,217533
37.72,228452,217349
37.74,228254,217228
37.76,227820,217286
37.78,227544,217048
37.8,227396,216930
37.82,227039,217009
37.84,226905,216878
37.86,226752,216771
37.88,226563,216799
37.9,226390,216645
37.92,226318,216649
37.94,226297,216670
37.96,226322,216627
37.98,226342,216756
38,226368,216675
38.02,226365,216799
38.04,226355,216698
38.06,226336,216831
38.08,226357,216693
38.1,226440,216869
38.12,226515,216678
38.14,226511,216872
38.16,226517,216770
38.18,226632,216824
38.2,226696,216760
38.22,226716,216859
38.24,226794,216902
38.26,226958,216874
38.28,226893,217054
38.3,226950,216897
38.32,227025,216988
38.34,227018,217020
38.36,227217,216991
38.38,227194,217164
38.4,227262,217090
38.42,227436,217046
38.44,227355,217220
38.46,227477,217141
38.48,227640,217124
38.5,227566,217306
38.52,227690,217228
38.54,227866,217204
38.56,227775,217378
38.58,227883,217325
38.6,228028,217286
38.62,228035,217422
38.64,228068,217357
38.66,228148,217410
38.68,228259,217444
38.7,228228,217430
38.72,228387,217453
38.74,228431,217531
38.76,228292,217474
38.78,228170,217448
38.8,227853,217367
38.82,227523,217186
38.84,227198,217031
38.86,226976,217036
38.88,226752,216941
38.9,226527,216810
38.92,226382,216884
38.94,226131,216735
38.96,226028,216670
38.98,225927,216705
39,225900,216614
39.02,225930,216710
39.04,225967,216650
39.06,226021,216732
39.08,226025,216697
39.1,226035,216771
39.12,226001,216718
39.14,226022,216780
39.16,226088,216729
39.18,226136,216798
39.2,226154,216746
39.22,226222,216812
39.24,226230,216898
39.26,226428,216844
39.28,226389,217019
39.3,226462,216907
39.32,226514,217001
39.34,226607,216881
39.36,226631,216982
39.38,226712,217030
39.4,226740,217003
39.42,226829,217076
39.44,226839,217050
39.46,227014,217101
39.48,226943,217164
39.5,227087,217151
39.52,227226,217141
39.54,227261,217278
39.56,227265,217219
39.58,227383,217249
39.6,227464,217332
39.62,227510,217237
39.64,227652,217285
39.66,227627,217448
39.68,227717,217351
39.7,227848,217367
39.72,227904,217489
39.74,227903,217401
39.76,228038,217471
39.78,228098,217525
39.8,228139,217488
39.82,228029,217430
39.84,227833,217439
39.86,227504,217294
39.88,227123,217130
39.9,226844,217088
39.92,226585,216973
39.94,226373,216850
39.96,226128,216838
39.98,225945,216832
40,225807,216685
40.02,225606,216677
40.04,225531,216687
40.06,225513,216631
40.08,225545,216724
40.1,225595,216664
40.12,225607,216806
40.14,225618,216705
40.16,225620,216885
40.18,225627,216683
40.2,225656,216892
40.22,225830,216710
40.24,225779,216885
40.26,225820,216763
40.28,225811,216853
40.3,225971,216770
40.32,226010,216876
40.34,226072,216872
40.36,226138,216903
40.38,226211,216963
40.4,226258,216899
40.42,226351,217028
40.44,226387,216982
40.46,226436,216993
40.48,226538,217171
40.5,226624,216959
40.52,226621,217080
40.54,226732,217222
40.56,226825,217093
40.58,226824,217143
40.6,226948,217326
40.62,227051,217112
40.64,227049,217221
40.66,227171,217336
40.68,227264,217170
40.7,227321,217290
40.72,227370,217453
40.74,227465,217342
40.76,227653,217341
40.78,227579,217541
40.8,227614,217459
40.82,227604,217377
40.84,227188,217451
40.86,226878,217236
40.88,226638,217099
40.9,226231,217104
40.92,225956,216912
40.94,225789,216857
40.96,225581,216829
40.98,225360,216692
41,225282,216684
41.02,225181,216714
41.04,225214,216584
41.06,225204,216702
41.08,225317,216650
41.1,225314,216773
41.12,225339,216695
41.14,225324,216762
41.16,225400,216709
41.18,225359,216810
41.2,225385,216695
41.22,225394,216771
41.24,225511,216750
41.26,225542,216821
41.28,225627,216813
41.3,225659,216813
41.32,225749,217006
41.34,225880,216826
41.36,225888,217009
41.38,225981,216867
41.4,226012,216972
41.42,226083,217030
41.44,226192,217003
41.46,226195,217110
41.48,226272,217051
41.5,226416,217087
41.52,226379,217184
41.54,226501,217147
41.56,226677,217091
41.58,226581,217280
41.6,226727,217208
41.62,226876,217182
41.64,226857,217343
41.66,226914,217279
41.68,227084,217306
41.7,227124,217429
41.72,227120,217349
41.74,227234,217424
41.76,227175,217454
41.78,226892,217338
41.8,226629,217242
41.82,226246,217151
41.84,225905,216977
41.86,225515,216840
41.88,225298,216803
41.9,225119,216730
41.92,224873,216603
41.94,224688,216591
41.96,224580,216537
41.98,224580,216401
42,224499,216629
42.02,224643,216412
42.04,224635,216661
42.06,224732,216480
42.08,224681,216714
42.1,224756,216548
42.12,224712,216741
42.14,224782,216541
42.16,224790,216747
42.18,224806,216619
42.2,224805,216731
42.22,224988,216649
42.24,225005,216758
42.26,225107,216723
42.28,225120,216784
42.3,225235,216955
42.32,225309,216784
42.34,225361,216919
42.36,225456,216837
42.38,225624,216864
42.4,225594,217060
42.42,225647,216935
42.44,225747,216974
42.46,225817,217008
42.48,225916,216948
42.5,225975,217064
42.52,226061,217109
42.54,226099,217052
42.56,226206,217151
42.58,226293,217167
42.6,226398,217146
42.62,226401,217204
42.64,226527,217345
42.66,226618,217178
42.68,226684,217272
42.7,226744,217425
42.72,226860,217311
42.74,226989,217342
42.76,226878,217493
42.78,226708,217318
42.8,226506,217260
42.82,225943,217284
42.84,225617,217041
42.86,225406,216860
42.88,224954,216907
42.9,224731,216702
42.92,224479,216610
42.94,224304,216654
42.96,224119,216454
42.98,223945,216436
43,223895,216560
43.02,223957,216416
43.04,224022,216576
43.06,224083,216499
43.08,224118,216656
43.1,224153,216485
43.12,224181,216699
43.14,224185,216472
43.16,224218,216731
43.18,224333,216572
43.2,224412,216726
43.22,224474,216627
43.24,224512,216726
43.26,224631,216653
43.28,224697,216732
43.3,224789,216706
43.32,224805,216751
43.34,224935,216881
43.36,224977,216773
43.38,225074,216868
43.4,225131,216849
43.42,225334,216872
43.44,225293,217036
43.46,225406,216835
43.48,225411,216949
43.5,225566,217085
43.52,225619,216948
43.54,225681,217056
43.56,225783,217139
43.58,225818,217050
43.6,225937,217149
43.62,226045,217143
43.64,226066,217148
43.66,226174,217231
43.68,226267,217242
43.7,226304,217226
43.72,226405,217322
43.74,226505,217331
43.76,226574,217300
43.78,226649,217400
43.8,226660,217436
43.82,226484,217320
43.84,226190,217335
43.86,225749,217165
43.88,225430,217003
43.9,225116,216952
43.92,224823,216821
43.94,224615,216721
43.96,224357,216751
43.98,224146,216612
44,224024,216558
44.02,223858,216601
44.04,223835,216418
44.06,223850,216496
44.08,223942,216456
44.1,224020,216557
44.12,224066,216478
44.14,224086,216593
44.16,224119,216504
44.18,224132,216604
44.2,224186,216542
44.22,224242,216639
44.24,224287,216590
44.26,224354,216682
44.28,224362,216789
44.3,224623,216645
44.32,224595,216890
44.34,224657,216763
44.36,224666,216856
44.38,224812,216823
44.4,224850,216862
44.42,224939,217033
44.44,224978,216884
44.46,225087,216948
44.48,225181,216948
44.5,225193,216908
44.52,225324,217031
44.54,225444,217065
44.56,225485,217012
44.58,225576,217107
44.6,225682,217136
44.62,225724,217092
44.64,225835,217191
44.66,225925,217202
44.68,225992,217163
44.7,226053,217285
44.72,226142,217309
44.74,226232,217239
44.76,226291,217318
44.78,226390,217371
44.8,226484,217351
44.82,226531,217410
44.84,226605,217502
44.86,226560,217380
44.88,226304,217388
44.9,225944,217434
44.92,225563,217135
44.94,225324,217020
44.96,224880,217064
44.98,224660,216758
45,224386,216761
45.02,224204,216749
45.04,224040,216576
45.06,223858,216597
45.08,223781,216608
45.1,223784,216557
45.12,223856,216574
45.14,223938,216605
45.16,223983,216621
45.18,224018,216654
45.2,224025,216653
45.22,224031,216688
